Id,Label,timeset,subactivity,mainindustry,componentnumber,modularity_class,mainactivity,clustering,triangles,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,eigencentrality
1598,,,Production of mineral waters and soft drinks,Manufacture of Food,7,0,Manufacture of Food; Beverages & Tobacco,0,0,0,0,0,0,0,0,0
1930,,,Manufacture of footwear,Manufacture of Textiles and Leather,8,0,Manufacture of Leather & Leather Products,0,0,0,0,0,0,0,0,0
2863,,,Manufacture of locks and hinges,Metals,9,0,"Manufacture Fabricated Metal, Not Machines",0,0,0,0,0,0,0,0,0
2613,,,Manufacture of hollow glass,Manufacture Other,10,0,Manufacture Other Non-Metal Mineral Products,0,0,0,0,0,0,0,0,0
2742,,,Aluminium production,Metals,11,0,Basic Metals & Fabricated Products,0,0,0,0,0,0,0,0,0
5141,,,Wholesale of textiles,Retail,12,0,"Wholesale, Retail; Certain Repair (cont.)",0,0,0,0,0,0,0,0,0
2640,,,"Manufacture of bricks, tiles and construction products, in baked clay",Manufacture Other,14,0,Manufacture Other Non-Metal Mineral Products,0,0,0,0,0,0,0,0,0
9111,,,Activities of business and employers' organizations,Services,15,0,Membership Organisations,0,0,0,0,0,0,0,0,0
2972,,,Manufacture of non-electric domestic appliances,"Manufacture of Machinery, Electrical",16,0,Manufacture of Machinery & Equipment,0,0,0,0,0,0,0,0,0
2830,,,"Manufacture of steam generators, except central heating hot water boilers",Metals,17,0,"Manufacture Fabricated Metal, Not Machines",0,0,0,0,0,0,0,0,0
2682,,,manufacture of asbestos,Manufacture Other,18,0,Manufacture Other Non-Metal Mineral Products,0,0,0,0,0,0,0,0,0
4543,,,Floor and wall covering,Construction,20,0,Construction,0,0,0,0,0,0,0,0,0
5157,,,Wholesale of waste and scrap,Retail,21,0,Wholesale of other household goods n.e.c.,0,0,0,0,0,0,0,0,0
3650,,,"Manufacture of other games and toys, n.e.c.",Manufacture Other,23,0,Manufacturing nec,0,0,0,0,0,0,0,0,0
3512,,,Building and repairing of pleasure and sporting boats,Manufacture of Transport Equipment,24,0,Manufacture of Other Transport Equipment,0,0,0,0,0,0,0,0,0
2744,,,Copper production,Metals,25,0,Basic Metals & Fabricated Products,0,0,0,0,0,0,0,0,0
2626,,,Manufacture of refractory ceramic products,Manufacture Other,26,0,Manufacture Other Non-Metal Mineral Products,0,0,0,0,0,0,0,0,0
2040,,,Manufacture of wooden containers,Manufacture of Wood & Wood Product,27,0,Manufacture of Wood & Wood Product,0,0,0,0,0,0,0,0,0
2051,,,Manufacture of other products of wood,Manufacture of Wood & Wood Product,28,0,Manufacture of Wood & Wood Product,0,0,0,0,0,0,0,0,0
3710,,,Recycling of metal waste and scrap,Recycling,29,0,Recycling,0,0,0,0,0,0,0,0,0
1600,,,Manufacture of tobacco products,Manufacture of Textiles,30,0,Manufacture of Textiles & Textile Products,0,0,0,0,0,0,0,0,0
2873,,,Manufacture of wire products,Metals,31,0,"Manufacture Fabricated Metal, Not Machines",0,0,0,0,0,0,0,0,0
2821,,,"Manufacture of tanks, reservoirs and containers of metal",Metals,32,0,"Manufacture Fabricated Metal, Not Machines",0,0,0,0,0,0,0,0,0
1821,,,Manufacture of workwear,Manufacture of Textiles and Leather,33,0,Manufacture of Textiles & Textile Products,0,0,0,0,0,0,0,0,0
201,,,Forestry and logging,"Agriculture, Hunting and Forestry",34,0,"Agriculture, Hunting and Forestry",0,0,0,0,0,0,0,0,0
3640,,,Manufacture of sports goods,Manufacture Other,35,0,Manufacturing nec,0,0,0,0,0,0,0,0,0
5118,,,Agents specializing in the sale of particular products or ranges of products n.e.c.,Retail,36,0,"Wholesale, Retail; Certain Repair (cont.)",0,0,0,0,0,0,0,0,0
2020,,,"Manufacture of veneer sheets; manufacture of plywood, laminboard, particle board, fibre board and other panels and boards",Manufacture of Wood & Wood Product,37,0,Manufacture of Wood & Wood Product,0,0,0,0,0,0,0,0,0
2651,,,Manufacture of cement,Manufacture Other,39,0,Manufacture Other Non-Metal Mineral Products,0,0,0,0,0,0,0,0,0
1713,,,Preparation and spinning of worsted-type fibres,Manufacture of Textiles and Leather,40,0,Manufacture of Textiles & Textile Products,0,0,0,0,0,0,0,0,0
1920,,,"Manufacture of luggage, handbags and the like, saddlery and harness",Manufacture of Textiles and Leather,41,0,Manufacture of Leather & Leather Products,0,0,0,0,0,0,0,0,0
2615,,,"Manufacture and processing of other glass, including technical glassware",Manufacture Other,42,0,Manufacture Other Non-Metal Mineral Products,0,0,0,0,0,0,0,0,0
1712,,,Preparation and spinning of woollen-type fibres,Manufacture of Textiles and Leather,43,0,Manufacture of Textiles & Textile Products,0,0,0,0,0,0,0,0,0
3140,,,"Manufacture of accumulators, primary cells and primary batteries","Manufacture of Machinery, Electrical",44,0,Manufacture of Electrical Machinery etc.,0,0,0,0,0,0,0,0,0
3622,,,Manufacture of jewellery and related articles n.e.c.,Manufacture Other,45,0,Manufacturing nec,0,0,0,0,0,0,0,0,0
4541,,,Plastering,Construction,46,0,Construction,0,0,0,0,0,0,0,0,0
5122,,,Wholesale of flowers and plants,Retail,47,0,"Wholesale, Retail; Certain Repair (cont.)",0,0,0,0,0,0,0,0,0
2752,,,Casting of steel,Metals,48,0,Basic Metals & Fabricated Products,0,0,0,0,0,0,0,0,0
9212,,,Motion picture and video distribution,Services,49,0,"Recreational, Cultural & Sporting",0,0,0,0,0,0,0,0,0
1572,,,Manufacture of prepared pet foods,Manufacture of Food,50,0,Manufacture of Food; Beverages & Tobacco,0,0,0,0,0,0,0,0,0
2614,,,Manufacture of glass fibres,Manufacture Other,51,0,Manufacture Other Non-Metal Mineral Products,0,0,0,0,0,0,0,0,0
2124,,,Manufacture of wallpaper,Manufacture Paper; Publishing; Printing,52,0,Manufacture Paper; Publishing; Printing,0,0,0,0,0,0,0,0,0
1760,,,Manufacture of knitted and crocheted fabrics,Manufacture of Textiles and Leather,53,0,Manufacture of Textiles & Textile Products,0,0,0,0,0,0,0,0,0
2681,,,Production of abrasive products,Manufacture Other,54,0,Manufacture Other Non-Metal Mineral Products,0,0,0,0,0,0,0,0,0
1910,,,Tanning and dressing of leather,Manufacture of Textiles and Leather,55,0,Manufacture of Leather & Leather Products,0,0,0,0,0,0,0,0,0
2734,,,Wire drawing,Metals,56,0,Basic Metals & Fabricated Products,0,0,0,0,0,0,0,0,0
2745,,,Other non-ferrous metal production,Metals,57,0,Basic Metals & Fabricated Products,0,0,0,0,0,0,0,0,0
1721,,,Cotton-type weaving,Manufacture of Textiles and Leather,58,0,Manufacture of Textiles & Textile Products,0,0,0,0,0,0,0,0,0
5136,,,Wholesale of sugar and chocolate and sugar confectionery,Retail,59,0,"Wholesale, Retail; Certain Repair (cont.)",0,0,0,0,0,0,0,0,0
2721,,,Manufacture of cast iron tubes,Metals,60,0,Basic Metals & Fabricated Products,0,0,0,0,0,0,0,0,0
9233,,,Fair and amusement park activities,Services,61,0,"Recreational, Cultural & Sporting",0,0,0,0,0,0,0,0,0
2954,,,"Manufacture of machinery for textile, apparel and leather production","Manufacture of Machinery, Electrical",62,0,Manufacture of Machinery & Equipment,0,0,0,0,0,0,0,0,0
2955,,,Manufacture of machinery for paper and paperboard production,"Manufacture of Machinery, Electrical",63,0,Manufacture of Machinery & Equipment,0,0,0,0,0,0,0,0,0
2921,,,Manufacture of furnaces and furnace burners,"Manufacture of Machinery, Electrical",64,0,Manufacture of Machinery & Equipment,0,0,0,0,0,0,0,0,0
1583,,,Manufacture of sugar,Manufacture of Food,66,0,Manufacture of Food; Beverages & Tobacco,0,0,0,0,0,0,0,0,0
2415,,,Manufacture of fertilizers and nitrogen compounds,Manufacture Chemicals/Plastics,67,0,"Manufacture Chemicals, Prods & Man-Made",0,0,0,0,0,0,0,0,0
2231,,,Reproduction of sound recording,Manufacture Paper; Publishing; Printing,68,0,Manufacture Paper; Publishing; Printing,0,0,0,0,0,0,0,0,0
2670,,,"Cutting, shaping and finishing of ornamental and building stone",Manufacture Other,69,0,Manufacture Other Non-Metal Mineral Products,0,0,0,0,0,0,0,0,0
3662,,,Manufacture of brooms and brushes,Manufacture Other,70,0,Manufacturing nec,0,0,0,0,0,0,0,0,0
2861,,,Manufacture of cutlery,Metals,71,0,"Manufacture Fabricated Metal, Not Machines",0,0,0,0,0,0,0,0,0
2463,,,Manufacture of essential oils,Manufacture Chemicals/Plastics,72,0,"Manufacture Chemicals, Prods & Man-Made",0,0,0,0,0,0,0,0,0
2630,,,Manufacture of ceramic tiles and flags,Manufacture Other,73,0,Manufacture Other Non-Metal Mineral Products,0,0,0,0,0,0,0,0,0
2417,,,Manufacture of synthetic rubber in primary forms,Manufacture Chemicals/Plastics,74,0,"Manufacture Chemicals, Prods & Man-Made",0,0,0,0,0,0,0,0,0
2871,,,Manufacture of steel drums and similar containers,Metals,75,0,"Manufacture Fabricated Metal, Not Machines",0,0,0,0,0,0,0,0,0
5117,,,"Agents involved in the sale of food, beverages and tobacco",Retail,76,0,"Wholesale, Retail; Certain Repair (cont.)",0,0,0,0,0,0,0,0,0
1723,,,Worsted-type weaving,Manufacture of Textiles and Leather,77,0,Manufacture of Textiles & Textile Products,0,0,0,0,0,0,0,0,0
1753,,,"Manufacture of non-wovens and articles made from non-wovens, except apparel",Manufacture of Textiles and Leather,78,0,Manufacture of Textiles & Textile Products,0,0,0,0,0,0,0,0,0
502,,,Fish farming,"Agriculture, Hunting and Forestry",79,0,Fishing,0,0,0,0,0,0,0,0,0
3542,,,Manufacture of bicycles,Manufacture of Transport Equipment,80,0,Manufacture of Other Transport Equipment,0,0,0,0,0,0,0,0,0
5137,,,"Wholesale of coffee, tea, cocoa and spices",Retail,81,0,"Wholesale, Retail; Certain Repair (cont.)",0,0,0,0,0,0,0,0,0
3720,,,Recycling of non-metal waste and scrap,Recycling,82,0,Recycling,0,0,0,0,0,0,0,0,0
1532,,,Manufacture of fruit and vegetable juice,Manufacture of Food,83,0,Manufacture of Food; Beverages & Tobacco,0,0,0,0,0,0,0,0,0
5119,,,Agents involved in the sale of a variety of goods,Retail,84,0,"Wholesale, Retail; Certain Repair (cont.)",0,0,0,0,0,0,0,0,0
1725,,,Other textile weaving,Manufacture of Textiles and Leather,85,0,Manufacture of Textiles & Textile Products,0,0,0,0,0,0,0,0,0
1722,,,Woollen-type weaving,Manufacture of Textiles and Leather,86,0,Manufacture of Textiles & Textile Products,0,0,0,0,0,0,0,0,0
2662,,,Manufacture of plaster products for construction purposes,Manufacture Other,87,0,Manufacture Other Non-Metal Mineral Products,0,0,0,0,0,0,0,0,0
9234,,,Other entertainment activities not elsewhere classified,Services,88,0,"Recreational, Cultural & Sporting",0,0,0,0,0,0,0,0,0
1597,,,Manufacture of malt,Manufacture of Food,89,0,Manufacture of Food; Beverages & Tobacco,0,0,0,0,0,0,0,0,0
2512,,,Retreading and rebuilding of rubber tyres,Manufacture Chemicals/Plastics,90,0,Manufacture of Rubber & Plastic Products,0,0,0,0,0,0,0,0,0
5163,,,,,91,0,,0,0,0,0,0,0,0,0,0
2470,,,Manufacture of man-made fibres,Manufacture Chemicals/Plastics,92,0,"Manufacture Chemicals, Prods & Man-Made",0,0,0,0,0,0,0,0,0
5111,,,"Agents involved in the sale of agricultural raw materials, live animals, textile raw materials and semi-finished goods",Retail,93,0,"Wholesale, Commission, Not Motors",0,0,0,0,0,0,0,0,0
1585,,,"Manufacture of macaroni, noodles, couscous and similar farinaceous products",Manufacture of Food,94,0,Manufacture of Food; Beverages & Tobacco,0,0,0,0,0,0,0,0,0
5521,,,Youth hostels and mountain refuges,Hotels and Restaurants,95,0,Hotels and Restaurants,0,0,0,0,0,0,0,0,0
2233,,,Reproduction of computer media,Manufacture Paper; Publishing; Printing,96,0,Manufacture Paper; Publishing; Printing,0,0,0,0,0,0,0,0,0
1716,,,Manufacture of sewing threads,Manufacture of Textiles and Leather,97,0,Manufacture of Textiles & Textile Products,0,0,0,0,0,0,0,0,0
1711,,,Preparation and spinning of cotton-type fibres,Manufacture of Textiles and Leather,98,0,Manufacture of Textiles & Textile Products,0,0,0,0,0,0,0,0,0
501,,,Fishing,"Agriculture, Hunting and Forestry",99,0,Fishing,0,0,0,0,0,0,0,0,0
5112,,,"Agents involved in the sale of fuels, ores, metals and industrial chemicals",Retail,100,0,"Wholesale, Commission, Not Motors",0,0,0,0,0,0,0,0,0
1594,,,Manufacture of cider and perry Manufacture of other fermented fruit beverages,Manufacture of Food,101,0,Manufacture of Food; Beverages & Tobacco,0,0,0,0,0,0,0,0,0
5113,,,Agents involved in the sale of timber and building materials,Retail,102,0,"Wholesale, Commission, Not Motors",0,0,0,0,0,0,0,0,0
2232,,,Reproduction of video recording,Manufacture Paper; Publishing; Printing,103,0,Manufacture Paper; Publishing; Printing,0,0,0,0,0,0,0,0,0
2461,,,Manufacture of explosives,Manufacture Chemicals/Plastics,104,0,"Manufacture Chemicals, Prods & Man-Made",0,0,0,0,0,0,0,0,0
2310,,,Manufacture of coke oven products,Manufacture Paper; Publishing; Printing,105,0,Manufacture Paper; Publishing; Printing,0,0,0,0,0,0,0,0,0
2743,,,"Lead, zinc and tin production",Metals,106,0,Basic Metals & Fabricated Products,0,0,0,0,0,0,0,0,0
2733,,,Cold forming or folding,Metals,107,0,Basic Metals & Fabricated Products,0,0,0,0,0,0,0,0,0
1562,,,Manufacture of starches and starch products,Manufacture of Food,108,0,Manufacture of Food; Beverages & Tobacco,0,0,0,0,0,0,0,0,0
2411,,,Manufacture of industrial gases,Manufacture Chemicals/Plastics,109,0,"Manufacture Chemicals, Prods & Man-Made",0,0,0,0,0,0,0,0,0
3543,,,Manufacture of invalid carriages,Manufacture of Transport Equipment,110,0,Manufacture of Other Transport Equipment,0,0,0,0,0,0,0,0,0
3630,,,Manufacture of musical instruments,Manufacture Other,111,0,Manufacturing nec,0,0,0,0,0,0,0,0,0
2741,,,Precious metals production,Metals,112,0,Basic Metals & Fabricated Products,0,0,0,0,0,0,0,0,0
2666,,,"Manufacture of other articles of concrete, plaster and cement",Manufacture Other,113,0,Manufacture Other Non-Metal Mineral Products,0,0,0,0,0,0,0,0,0
2735,,,,,114,0,,0,0,0,0,0,0,0,0,0
5115,,,"Agents involved in the sale of furniture, household goods, hardware and ironmongery",Retail,115,0,"Wholesale, Retail; Certain Repair (cont.)",0,0,0,0,0,0,0,0,0
1752,,,"Manufacture of cordage, rope, twine and netting",Manufacture of Textiles and Leather,116,0,Manufacture of Textiles & Textile Products,0,0,0,0,0,0,0,0,0
202,,,Forestry and logging related service activities,"Agriculture, Hunting and Forestry",117,0,"Agriculture, Hunting and Forestry",0,0,0,0,0,0,0,0,0
2624,,,Manufacture of other technical ceramic products,Manufacture Other,118,0,Manufacture Other Non-Metal Mineral Products,0,0,0,0,0,0,0,0,0
5124,,,Wholesale of furskins,Retail,119,0,"Wholesale, Retail; Certain Repair (cont.)",0,0,0,0,0,0,0,0,0
3350,,,Manufacture of watches and clocks,"Manufacture of Machinery, Electrical",120,0,Manufacture Medical & Precision Instruments,0,0,0,0,0,0,0,0,0
2665,,,Manufacture of fibre cement,Manufacture Other,121,0,Manufacture Other Non-Metal Mineral Products,0,0,0,0,0,0,0,0,0
1715,,,"Throwing and preparation of silk, including from noils, and throwing and texturing of synthetic or artificial filament yarns",Manufacture of Textiles and Leather,122,0,Manufacture of Textiles & Textile Products,0,0,0,0,0,0,0,0,0
1430,,,Mining of chemical and fertilizer minerals,Minning,123,0,Mining and Quarrying,0,0,0,0,0,0,0,0,0
1588,,,Manufacture of homogenized food preparations and dietetic food,Manufacture of Food,124,0,Manufacture of Food; Beverages & Tobacco,0,0,0,0,0,0,0,0,0
7131,,,Renting of agricultural machinery and equipment,Buisness activities,125,0,Renting Equipment Without Operator,0,0,0,0,0,0,0,0,0
1542,,,Manufacture of refined oils and fats,Manufacture of Food,126,0,Manufacture of Food; Beverages & Tobacco,0,0,0,0,0,0,0,0,0
4512,,,Test drilling and boring,Construction,127,0,Construction,0,0,0,0,0,0,0,0,0
0,,,,,128,0,,0,0,0,0,0,0,0,0,0
150,,,"Hunting, trapping and game propagation, including related service activities","Agriculture, Hunting and Forestry",129,0,"Agriculture, Hunting and Forestry",0,0,0,0,0,0,0,0,0
1020,,,Mining and agglomeration of lignite,Minning,130,0,Mining and Quarrying,0,0,0,0,0,0,0,0,0
1030,,,Extraction and agglomeration of peat,Minning,131,0,Mining and Quarrying,0,0,0,0,0,0,0,0,0
1200,,,Mining of uranium and thorium ores,Minning,132,0,Mining and Quarrying,0,0,0,0,0,0,0,0,0
1310,,,Mining of iron ores,Minning,133,0,Mining and Quarrying,0,0,0,0,0,0,0,0,0
1320,,,"Mining of non-ferrous metal ores, except uranium and thorium ores",Minning,134,0,Mining and Quarrying,0,0,0,0,0,0,0,0,0
1413,,,Quarrying of slate,Minning,135,0,Mining and Quarrying,0,0,0,0,0,0,0,0,0
1440,,,Production of salt,Minning,136,0,Mining and Quarrying,0,0,0,0,0,0,0,0,0
1450,,,Other mining and quarrying n.e.c.,Minning,137,0,Mining and Quarrying,0,0,0,0,0,0,0,0,0
1541,,,Manufacture of crude oils and fats,Manufacture of Food,138,0,Manufacture of Food; Beverages & Tobacco,0,0,0,0,0,0,0,0,0
1592,,,Production of ethyl alcohol from fermented materials,Manufacture of Food,139,0,Manufacture of Food; Beverages & Tobacco,0,0,0,0,0,0,0,0,0
1593,,,Manufacture of wine of fresh grapes and grape juice Manufacture of wine based on concentrated grape must,Manufacture of Food,140,0,Manufacture of Food; Beverages & Tobacco,0,0,0,0,0,0,0,0,0
1595,,,Manufacture of other non-distilled fermented beverages,Manufacture of Food,141,0,Manufacture of Food; Beverages & Tobacco,0,0,0,0,0,0,0,0,0
1714,,,Preparation and spinning of flax-type fibres,Manufacture of Textiles and Leather,142,0,Manufacture of Textiles & Textile Products,0,0,0,0,0,0,0,0,0
1717,,,Preparation and spinning of other textile fibres,Manufacture of Textiles and Leather,143,0,Manufacture of Textiles & Textile Products,0,0,0,0,0,0,0,0,0
1810,,,Manufacture of leather clothes,Manufacture of Textiles and Leather,144,0,Manufacture of Textiles & Textile Products,0,0,0,0,0,0,0,0,0
1830,,,Dressing and dyeing of fur; manufacture of articles of fur,Manufacture of Textiles and Leather,145,0,Manufacture of Textiles & Textile Products,0,0,0,0,0,0,0,0,0
2052,,,"Manufacture of articles of cork, straw and plaiting materials",Manufacture Paper; Publishing; Printing,146,0,Manufacture Paper; Publishing; Printing,0,0,0,0,0,0,0,0,0
2111,,,Manufacture of pulp,Manufacture Paper; Publishing; Printing,147,0,Manufacture Paper; Publishing; Printing,0,0,0,0,0,0,0,0,0
2214,,,Publishing of sound recordings,Manufacture Paper; Publishing; Printing,148,0,Manufacture Paper; Publishing; Printing,0,0,0,0,0,0,0,0,0
2465,,,Manufacture of prepared unrecorded media,Manufacture Chemicals/Plastics,149,0,"Manufacture Chemicals, Prods & Man-Made",0,0,0,0,0,0,0,0,0
2623,,,Manufacture of ceramic insulators and insulating fittings,Manufacture Other,150,0,Manufacture Other Non-Metal Mineral Products,0,0,0,0,0,0,0,0,0
2625,,,Manufacture of other ceramic products,Manufacture Other,151,0,Manufacture Other Non-Metal Mineral Products,0,0,0,0,0,0,0,0,0
2652,,,Manufacture of lime,Manufacture Other,152,0,Manufacture Other Non-Metal Mineral Products,0,0,0,0,0,0,0,0,0
2653,,,Manufacture of plaster,Manufacture Other,153,0,Manufacture Other Non-Metal Mineral Products,0,0,0,0,0,0,0,0,0
2664,,,Manufacture of mortars,Manufacture Other,154,0,Manufacture Other Non-Metal Mineral Products,0,0,0,0,0,0,0,0,0
2731,,,Cold drawing,Metals,155,0,Basic Metals & Fabricated Products,0,0,0,0,0,0,0,0,0
3541,,,Manufacture of motorcycles,Manufacture of Transport Equipment,156,0,Manufacture of Other Transport Equipment,0,0,0,0,0,0,0,0,0
3550,,,Manufacture of other transport equipment n.e.c.,Manufacture of Transport Equipment,157,0,Manufacture of Other Transport Equipment,0,0,0,0,0,0,0,0,0
3621,,,Striking of coins,Manufacture Other,158,0,Manufacturing nec,0,0,0,0,0,0,0,0,0
3661,,,Manufacture of imitation jewellery,Manufacture Other,159,0,Manufacturing nec,0,0,0,0,0,0,0,0,0
4030,,,Steam and hot water supply,"Electricity, Gas and Water Supply",160,0,"Electricity, Gas and Water Supply",0,0,0,0,0,0,0,0,0
5123,,,Wholesale of live animals,Retail,161,0,"Wholesale, Retail; Certain Repair (cont.)",0,0,0,0,0,0,0,0,0
5125,,,Wholesale of unmanufactured tobacco,Retail,162,0,"Wholesale, Retail; Certain Repair (cont.)",0,0,0,0,0,0,0,0,0
5183,,,Wholesale of machinery for the textile industry and of sewing and knitting machines,Retail,163,0,Wholesale of other household goods n.e.c.,0,0,0,0,0,0,0,0,0
5223,,,"Retail sale of fish, crustaceans and molluscs",Retail,164,0,"Retail Trade, Not Motors; Repairs",0,0,0,0,0,0,0,0,0
5273,,,"Repair of watches, clocks and jewellery",Retail,165,0,"Retail Trade, Not Motors; Repairs",0,0,0,0,0,0,0,0,0
6030,,,Transport via pipelines,Transport,166,0,Transport,0,0,0,0,0,0,0,0,0
6230,,,Space transport,Transport,167,0,Transport,0,0,0,0,0,0,0,0,0
7012,,,Buying and selling of own real estate,Buisness activities,168,0,"Real Estate, Renting & Business",0,0,0,0,0,0,0,0,0
7122,,,"Renting of passenger water transport equipment,Renting of other water transport equipment",Buisness activities,169,0,Renting Equipment Without Operator,0,0,0,0,0,0,0,0,0
7123,,,"Renting of passenger air transport equipment,Renting of other air transport equipment",Buisness activities,170,0,Renting Equipment Without Operator,0,0,0,0,0,0,0,0,0
9600,,,Undifferentiated goods producing activities of private households for own use,Services,171,0,Other Service Activities,0,0,0,0,0,0,0,0,0
9700,,,Undifferentiated services producing activities of private households for own use,Services,172,0,Other Service Activities,0,0,0,0,0,0,0,0,0
9900,,,Extra-territorial organizations and bodies,Services,173,0,Other Service Activities,0,0,0,0,0,0,0,0,0